match_id,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
m_2001_F_123,Quarterfinals,5/28/2001,4,36.9,38,French Open,2001,152
m_2001_F_124,Semifinals,5/28/2001,4.97,45.6,53,French Open,2001,159
m_2001_F_125,Semifinals,5/28/2001,4.48,38,43.3,French Open,2001,130
m_2001_F_126,The Final,5/28/2001,5.05,47.2,48,French Open,2001,192
m_2000_F_0,1st Round,5/29/2000,4.26,39.8,44,French Open,2000,132
m_2000_F_1,1st Round,5/29/2000,4.05,38.9,39.5,French Open,2000,158
m_2000_F_2,1st Round,5/29/2000,4.29,37.8,44.3,French Open,2000,133
m_2000_F_3,1st Round,5/29/2000,3.4,32.9,28.6,French Open,2000,143
m_2000_F_4,1st Round,5/29/2000,4.75,39.7,47.5,French Open,2000,190
m_2000_F_5,1st Round,5/29/2000,4.3,37.6,38.7,French Open,2000,116
m_2000_F_6,1st Round,5/29/2000,3.69,39.3,29.5,French Open,2000,118
m_2000_F_7,1st Round,5/29/2000,4.7,39.3,44.2,French Open,2000,221
m_2000_F_8,1st Round,5/29/2000,4.05,36.5,39.5,French Open,2000,158
m_2000_F_9,1st Round,5/29/2000,5.35,43.4,41,French Open,2000,123
m_2000_F_10,1st Round,5/29/2000,4.21,39.1,39.3,French Open,2000,118
m_2000_F_11,1st Round,5/29/2000,4.17,35.5,42.8,French Open,2000,171
m_2000_F_12,1st Round,5/29/2000,4.41,42.9,42.7,French Open,2000,128
m_2000_F_13,1st Round,5/29/2000,3.21,33.7,25.7,French Open,2000,77
m_2000_F_14,1st Round,5/29/2000,4.97,35.9,54.7,French Open,2000,164
m_2000_F_15,1st Round,5/29/2000,4.44,37.8,38.2,French Open,2000,191
m_2000_F_16,1st Round,5/29/2000,3.25,31,21.7,French Open,2000,65
m_2000_F_17,1st Round,5/29/2000,4.36,39.8,36,French Open,2000,144
m_2000_F_18,1st Round,5/29/2000,3.97,34.7,36.8,French Open,2000,147
m_2000_F_19,1st Round,5/29/2000,4.03,36.5,39.3,French Open,2000,157
m_2000_F_20,1st Round,5/29/2000,3.85,37.6,34.7,French Open,2000,104
m_2000_F_21,1st Round,5/29/2000,3.86,36.8,36,French Open,2000,108
m_2000_F_22,1st Round,5/29/2000,4.72,43.2,42.5,French Open,2000,170
m_2000_F_23,1st Round,5/29/2000,4.48,43.1,37.3,French Open,2000,112
m_2000_F_24,1st Round,5/29/2000,4.73,37.1,41,French Open,2000,123
m_2000_F_25,1st Round,5/29/2000,3.94,36.9,31.5,French Open,2000,126
m_2000_F_26,1st Round,5/29/2000,4.52,39.7,43.4,French Open,2000,217
m_2000_F_27,1st Round,5/29/2000,3.88,37,33,French Open,2000,66
m_2000_F_28,1st Round,5/29/2000,4.38,32,46,French Open,2000,184
m_2000_F_29,1st Round,5/29/2000,4.35,42.7,49.3,French Open,2000,148
m_2000_F_30,1st Round,5/29/2000,4.39,39.2,48.3,French Open,2000,145
m_2000_F_31,1st Round,5/29/2000,3.91,36.6,41.7,French Open,2000,125
m_2000_F_32,1st Round,5/29/2000,3.54,31.3,28.3,French Open,2000,85
m_2000_F_33,1st Round,5/29/2000,3.78,35.1,35,French Open,2000,140
m_2000_F_34,1st Round,5/29/2000,4.8,35.6,48,French Open,2000,144
m_2000_F_35,1st Round,5/29/2000,3.98,38.3,38.2,French Open,2000,191
m_2000_F_36,1st Round,5/29/2000,3.67,35.5,33,French Open,2000,132
m_2000_F_37,1st Round,5/29/2000,3.46,38,27.7,French Open,2000,83
m_2000_F_38,1st Round,5/29/2000,4.66,41,44.3,French Open,2000,177
m_2000_F_39,1st Round,5/29/2000,3.41,34.9,25,French Open,2000,75
m_2000_F_40,1st Round,5/29/2000,3.48,32.7,24.3,French Open,2000,73
m_2000_F_41,1st Round,5/29/2000,4.38,43.8,35,French Open,2000,105
m_2000_F_42,1st Round,5/29/2000,4.64,43.8,43.3,French Open,2000,130
m_2000_F_43,1st Round,5/29/2000,4.21,32.5,41,French Open,2000,164
m_2000_F_44,1st Round,5/29/2000,3.05,33.5,29.8,French Open,2000,119
m_2000_F_45,1st Round,5/29/2000,3.96,40.4,34.3,French Open,2000,103
m_2000_F_46,1st Round,5/29/2000,3.78,38.5,43.8,French Open,2000,219
m_2000_F_47,1st Round,5/29/2000,4.5,45.4,45,French Open,2000,90
m_2000_F_48,1st Round,5/29/2000,3.63,33.6,32.7,French Open,2000,98
m_2000_F_49,1st Round,5/29/2000,3.55,34.5,34.3,French Open,2000,103
m_2000_F_50,1st Round,5/29/2000,4.13,40.7,31.7,French Open,2000,95
m_2000_F_51,1st Round,5/29/2000,3.5,36.2,35,French Open,2000,105
m_2000_F_52,1st Round,5/29/2000,3.69,35.3,33.3,French Open,2000,133
m_2000_F_53,1st Round,5/29/2000,4,38.2,38,French Open,2000,152
m_2000_F_54,1st Round,5/29/2000,4.18,39.1,41.8,French Open,2000,209
m_2000_F_55,1st Round,5/29/2000,4.5,43,41.4,French Open,2000,207
m_2000_F_56,1st Round,5/29/2000,3.66,37.7,29.3,French Open,2000,117
m_2000_F_57,1st Round,5/29/2000,4.56,40.5,45.6,French Open,2000,228
m_2000_F_58,1st Round,5/29/2000,3.34,32.4,29.3,French Open,2000,117
m_2000_F_59,1st Round,5/29/2000,4.05,35.8,39.5,French Open,2000,158
m_2000_F_60,1st Round,5/29/2000,4.16,33.3,37.4,French Open,2000,187
m_2000_F_61,1st Round,5/29/2000,3.12,30.6,31.2,French Open,2000,156
m_2000_F_62,1st Round,5/29/2000,4,37.7,36,French Open,2000,108
m_2000_F_63,1st Round,5/29/2000,4,39.7,44,French Open,2000,176
m_2000_F_64,2nd Round,5/29/2000,4.22,37.4,38,French Open,2000,190
m_2000_F_65,2nd Round,5/29/2000,3.72,33.5,36.3,French Open,2000,145
m_2000_F_66,2nd Round,5/29/2000,4.93,43.9,50.5,French Open,2000,202
m_2000_F_67,2nd Round,5/29/2000,4.6,42.9,43.2,French Open,2000,216
m_2000_F_68,2nd Round,5/29/2000,4.94,49.4,52.7,French Open,2000,158
m_2000_F_69,2nd Round,5/29/2000,3.72,32.1,31,French Open,2000,93
m_2000_F_70,2nd Round,5/29/2000,3.43,33.4,26.3,French Open,2000,79
m_2000_F_71,2nd Round,5/29/2000,4.4,35.7,44,French Open,2000,132
m_2000_F_72,2nd Round,5/29/2000,3.61,30.2,34.3,French Open,2000,137
m_2000_F_73,2nd Round,5/29/2000,4.42,36.4,38,French Open,2000,190
m_2000_F_74,2nd Round,5/29/2000,4.91,40.2,43.2,French Open,2000,216
m_2000_F_75,2nd Round,5/29/2000,5.04,41.4,50.4,French Open,2000,252
m_2000_F_76,2nd Round,5/29/2000,4.33,40.6,43.3,French Open,2000,130
m_2000_F_77,2nd Round,5/29/2000,4.77,46.9,41,French Open,2000,205
m_2000_F_78,2nd Round,5/29/2000,4.31,40.3,42.2,French Open,2000,211
m_2000_F_79,2nd Round,5/29/2000,4.27,34.7,47,French Open,2000,141
m_2000_F_80,2nd Round,5/29/2000,4.79,36.7,46.8,French Open,2000,187
m_2000_F_81,2nd Round,5/29/2000,3.64,40,30,French Open,2000,120
m_2000_F_82,2nd Round,5/29/2000,4.21,32.5,39.3,French Open,2000,118
m_2000_F_83,2nd Round,5/29/2000,4.79,40.6,50.3,French Open,2000,201
m_2000_F_84,2nd Round,5/29/2000,3.87,34,29.7,French Open,2000,89
m_2000_F_85,2nd Round,5/29/2000,4.76,42.2,39.7,French Open,2000,119
m_2000_F_86,2nd Round,5/29/2000,4.47,42.4,40.3,French Open,2000,161
m_2000_F_87,2nd Round,5/29/2000,4.55,45.7,47,French Open,2000,141
m_2000_F_88,2nd Round,5/29/2000,3.28,33.2,32.8,French Open,2000,131
m_2000_F_89,2nd Round,5/29/2000,5,40.7,40,French Open,2000,120
m_2000_F_90,2nd Round,5/29/2000,3.75,34.5,45,French Open,2000,180
m_2000_F_91,2nd Round,5/29/2000,4.8,43.3,43.2,French Open,2000,216
m_2000_F_92,2nd Round,5/29/2000,4.06,43.6,46,French Open,2000,138
m_2000_F_93,2nd Round,5/29/2000,4.63,38.8,49.8,French Open,2000,199
m_2000_F_94,2nd Round,5/29/2000,4.68,42,43.7,French Open,2000,131
m_2000_F_95,2nd Round,5/29/2000,4.5,38.3,33,French Open,2000,99
m_2000_F_96,3rd Round,5/29/2000,4.26,41.8,37.3,French Open,2000,149
m_2000_F_97,3rd Round,5/29/2000,3.78,39.5,37.8,French Open,2000,189
m_2000_F_98,3rd Round,5/29/2000,4.5,40.6,90,French Open,2000,90
m_2000_F_99,3rd Round,5/29/2000,4.73,40.7,53,French Open,2000,265
m_2000_F_100,3rd Round,5/29/2000,4.08,41.8,53,French Open,2000,53
m_2000_F_101,3rd Round,5/29/2000,4.22,46.2,32.3,French Open,2000,97
m_2000_F_102,3rd Round,5/29/2000,4.32,37.8,41,French Open,2000,164
m_2000_F_103,3rd Round,5/29/2000,4.71,40.8,44.8,French Open,2000,179
m_2000_F_104,3rd Round,5/29/2000,4.52,42.9,47.5,French Open,2000,190
m_2000_F_105,3rd Round,5/29/2000,3.68,37.1,34,French Open,2000,136
m_2000_F_106,3rd Round,5/29/2000,4,37.7,33.3,French Open,2000,100
m_2000_F_107,3rd Round,5/29/2000,4.03,40.7,33.3,French Open,2000,133
m_2000_F_108,3rd Round,5/29/2000,3.96,40.4,37,French Open,2000,111
m_2000_F_109,3rd Round,5/29/2000,3.9,36.8,39,French Open,2000,117
m_2000_F_110,3rd Round,5/29/2000,4.51,39.3,41.8,French Open,2000,167
m_2000_F_111,3rd Round,5/29/2000,4.27,40.7,43.6,French Open,2000,218
m_2000_F_112,4th Round,5/29/2000,4.88,40.2,52,French Open,2000,156
m_2000_F_113,4th Round,5/29/2000,4.92,44.2,45.5,French Open,2000,182
m_2000_F_114,4th Round,5/29/2000,4.18,38.9,35.5,French Open,2000,142
m_2000_F_115,4th Round,5/29/2000,3.63,36,42.8,French Open,2000,214
m_2000_F_116,4th Round,5/29/2000,5.1,42.7,52.7,French Open,2000,158
m_2000_F_117,4th Round,5/29/2000,3.88,39.6,31,French Open,2000,93
m_2000_F_118,4th Round,5/29/2000,4.26,38.7,40.5,French Open,2000,162
m_2000_F_119,4th Round,5/29/2000,3.69,34.1,32,French Open,2000,96
m_2000_F_120,Quarterfinals,5/29/2000,5.11,45.6,47.7,French Open,2000,143
m_2000_F_121,Quarterfinals,5/29/2000,3.91,36.1,36,French Open,2000,180
m_2000_F_122,Quarterfinals,5/29/2000,4.44,40.3,45.5,French Open,2000,182
m_2000_F_123,Quarterfinals,5/29/2000,4.84,42.5,46,French Open,2000,184
m_2000_F_124,Semifinals,5/29/2000,4.45,39.4,43.6,French Open,2000,218
m_2000_F_125,Semifinals,5/29/2000,4.5,42.5,39,French Open,2000,117
m_2000_F_126,The Final,5/29/2000,6.05,42.5,56,French Open,2000,224
m_2019_L_0,1st Round,1/7/2019,4.72,42.9,47.2,Wimbledon,2019,236
m_2019_L_1,1st Round,1/7/2019,3.93,39.5,35.3,Wimbledon,2019,106
m_2019_L_2,1st Round,1/7/2019,3.36,37.4,31.3,Wimbledon,2019,94
m_2019_L_3,1st Round,1/7/2019,3.46,34,30,Wimbledon,2019,90
m_2019_L_4,1st Round,1/7/2019,3.86,36,36,Wimbledon,2019,108
m_2019_L_5,1st Round,1/7/2019,3.48,33.5,29,Wimbledon,2019,87
m_2019_L_6,1st Round,1/7/2019,5.07,41.5,45.7,Wimbledon,2019,137
m_2019_L_7,1st Round,1/7/2019,4.25,38.6,46.8,Wimbledon,2019,187
m_2019_L_8,1st Round,1/7/2019,3.93,34.2,36.7,Wimbledon,2019,110
m_2019_L_9,1st Round,1/7/2019,3.85,36.1,33.3,Wimbledon,2019,100
m_2019_L_10,1st Round,1/7/2019,3.97,37,35.8,Wimbledon,2019,143
m_2019_L_11,1st Round,1/7/2019,4.28,42.5,41.8,Wimbledon,2019,167
m_2019_L_12,1st Round,1/7/2019,4.1,41.9,41,Wimbledon,2019,123
m_2019_L_13,1st Round,1/7/2019,3.52,36,27,Wimbledon,2019,81
m_2019_L_14,1st Round,1/7/2019,4.06,38.5,40.6,Wimbledon,2019,203
m_2019_L_15,1st Round,1/7/2019,4.05,40.2,43.5,Wimbledon,2019,174
m_2019_L_16,1st Round,1/7/2019,3.88,35.7,37.2,Wimbledon,2019,186
m_2019_L_17,1st Round,1/7/2019,3.16,35.2,33.7,Wimbledon,2019,101
m_2019_L_18,1st Round,1/7/2019,3.5,34.3,37.3,Wimbledon,2019,112
m_2019_L_19,1st Round,1/7/2019,3.87,39.2,37.8,Wimbledon,2019,151
m_2019_L_20,1st Round,1/7/2019,3.95,34.6,38.5,Wimbledon,2019,154
m_2019_L_21,1st Round,1/7/2019,3.6,38.1,36,Wimbledon,2019,108
m_2019_L_22,1st Round,1/7/2019,3.88,37.6,42.7,Wimbledon,2019,128
m_2019_L_23,1st Round,1/7/2019,4,36.3,42,Wimbledon,2019,168
m_2019_L_24,1st Round,1/7/2019,4.3,37.5,49.5,Wimbledon,2019,198
m_2019_L_25,1st Round,1/7/2019,4.09,38.1,34.8,Wimbledon,2019,139
m_2019_L_26,1st Round,1/7/2019,3.6,36.4,36,Wimbledon,2019,108
m_2019_L_27,1st Round,1/7/2019,3.96,36.3,35.6,Wimbledon,2019,178
m_2019_L_28,1st Round,1/7/2019,4.5,40.7,45,Wimbledon,2019,135
m_2019_L_29,1st Round,1/7/2019,4.88,43.1,52,Wimbledon,2019,156
m_2019_L_30,1st Round,1/7/2019,3.67,38.8,36.7,Wimbledon,2019,110
m_2019_L_31,1st Round,1/7/2019,3.76,36.7,31,Wimbledon,2019,124
m_2019_L_32,1st Round,2/7/2019,4.36,36.6,40.7,Wimbledon,2019,122
m_2019_L_33,1st Round,2/7/2019,4.47,39.4,44.7,Wimbledon,2019,134
m_2019_L_34,1st Round,2/7/2019,4.06,40.4,43.3,Wimbledon,2019,130
m_2019_L_35,1st Round,2/7/2019,4,37.3,41.6,Wimbledon,2019,208
m_2019_L_36,1st Round,2/7/2019,4.15,39.1,37.3,Wimbledon,2019,112
m_2019_L_37,1st Round,2/7/2019,4.48,39.7,41.2,Wimbledon,2019,206
m_2019_L_38,1st Round,2/7/2019,4.14,38.7,38.7,Wimbledon,2019,116
m_2019_L_39,1st Round,2/7/2019,4.63,40.2,44,Wimbledon,2019,176
m_2019_L_40,1st Round,2/7/2019,3.82,36.3,37.3,Wimbledon,2019,149
m_2019_L_41,1st Round,2/7/2019,5.24,42,50.7,Wimbledon,2019,152
m_2019_L_42,1st Round,2/7/2019,4.43,34.8,41.3,Wimbledon,2019,124
m_2019_L_43,1st Round,2/7/2019,4.14,36.1,43.5,Wimbledon,2019,174
m_2019_L_44,1st Round,2/7/2019,4.08,36.2,38.8,Wimbledon,2019,155
m_2019_L_45,1st Round,2/7/2019,3.9,38,41,Wimbledon,2019,164
m_2019_L_46,1st Round,2/7/2019,3.47,37.6,27.8,Wimbledon,2019,111
m_2019_L_47,1st Round,2/7/2019,3.64,39.5,32.8,Wimbledon,2019,131
m_2019_L_48,1st Round,2/7/2019,2.32,27.8,19.3,Wimbledon,2019,58
m_2019_L_49,1st Round,2/7/2019,3.26,33.4,29.3,Wimbledon,2019,88
m_2019_L_50,1st Round,2/7/2019,3.24,33,31.3,Wimbledon,2019,94
m_2019_L_51,1st Round,2/7/2019,3.58,35,32.3,Wimbledon,2019,129
m_2019_L_52,1st Round,2/7/2019,4.13,37.8,42.7,Wimbledon,2019,128
m_2019_L_53,1st Round,2/7/2019,4.84,44.8,40.3,Wimbledon,2019,121
m_2019_L_54,1st Round,2/7/2019,3.67,36.2,33,Wimbledon,2019,99
m_2019_L_55,1st Round,2/7/2019,3.98,38.8,40.6,Wimbledon,2019,203
m_2019_L_56,1st Round,2/7/2019,4.33,39.2,39,Wimbledon,2019,117
m_2019_L_57,1st Round,2/7/2019,3,29.2,27.8,Wimbledon,2019,111
m_2019_L_58,1st Round,2/7/2019,4.38,40.7,46,Wimbledon,2019,184
m_2019_L_59,1st Round,2/7/2019,5.09,43.4,56,Wimbledon,2019,168
m_2019_L_60,1st Round,2/7/2019,3.95,38.8,38.5,Wimbledon,2019,154
m_2019_L_61,1st Round,2/7/2019,3.81,38.7,39.3,Wimbledon,2019,118
m_2019_L_62,1st Round,2/7/2019,4,35.6,34,Wimbledon,2019,136
m_2019_L_63,1st Round,2/7/2019,3.72,33.4,36,Wimbledon,2019,108
m_2019_L_64,2nd Round,3/7/2019,4.21,40.8,44.3,Wimbledon,2019,177
m_2019_L_65,2nd Round,3/7/2019,4.18,35.8,46,Wimbledon,2019,92
m_2019_L_66,2nd Round,3/7/2019,3.51,37.7,38.6,Wimbledon,2019,193
m_2019_L_67,2nd Round,3/7/2019,3.6,36.7,37.4,Wimbledon,2019,187
m_2019_L_68,2nd Round,3/7/2019,3.87,37.4,37.8,Wimbledon,2019,151
m_2019_L_69,2nd Round,3/7/2019,3.74,36.1,33.7,Wimbledon,2019,101
m_2019_L_70,2nd Round,3/7/2019,4.38,39,43.8,Wimbledon,2019,175
m_2019_L_71,2nd Round,3/7/2019,4.25,39.9,51,Wimbledon,2019,153
m_2019_L_72,2nd Round,3/7/2019,4.04,36.7,46.5,Wimbledon,2019,93
m_2019_L_73,2nd Round,3/7/2019,4.37,44.5,44.6,Wimbledon,2019,223
m_2019_L_74,2nd Round,3/7/2019,3.9,38.6,41,Wimbledon,2019,164
m_2019_L_75,2nd Round,3/7/2019,4.43,40.2,43.4,Wimbledon,2019,217
m_2019_L_76,2nd Round,3/7/2019,4.68,41.3,53,Wimbledon,2019,159
m_2019_L_77,2nd Round,3/7/2019,4.92,41.7,45.5,Wimbledon,2019,182
m_2019_L_78,2nd Round,3/7/2019,4.59,43.1,44.8,Wimbledon,2019,179
m_2019_L_79,2nd Round,3/7/2019,3.72,37.4,31,Wimbledon,2019,93
m_2019_L_80,2nd Round,4/7/2019,4.19,40.3,40.2,Wimbledon,2019,201
m_2019_L_81,2nd Round,4/7/2019,5.29,39.9,42.3,Wimbledon,2019,127
m_2019_L_82,2nd Round,4/7/2019,3.65,31.3,31.7,Wimbledon,2019,95
m_2019_L_83,2nd Round,4/7/2019,3.14,31.4,33.8,Wimbledon,2019,135
m_2019_L_84,2nd Round,4/7/2019,5.03,41.5,48.7,Wimbledon,2019,146
m_2019_L_85,2nd Round,4/7/2019,3.78,37,37,Wimbledon,2019,185
m_2019_L_86,2nd Round,4/7/2019,4.15,45,36,Wimbledon,2019,108
m_2019_L_87,2nd Round,4/7/2019,4.4,40.6,44,Wimbledon,2019,132
m_2019_L_88,2nd Round,4/7/2019,3.53,37.2,35.3,Wimbledon,2019,106
m_2019_L_89,2nd Round,4/7/2019,3.56,36.2,32,Wimbledon,2019,96
m_2019_L_90,2nd Round,4/7/2019,3.34,32.5,32.3,Wimbledon,2019,97
m_2019_L_91,2nd Round,4/7/2019,4.56,43.8,45.6,Wimbledon,2019,228
m_2019_L_92,2nd Round,4/7/2019,4.27,38.4,43.6,Wimbledon,2019,218
m_2019_L_93,2nd Round,4/7/2019,4.38,46.6,46,Wimbledon,2019,184
m_2019_L_94,2nd Round,4/7/2019,3.64,37.5,34,Wimbledon,2019,102
m_2019_L_95,2nd Round,4/7/2019,4.19,36.1,37.7,Wimbledon,2019,113
m_2019_L_96,3rd Round,5/7/2019,3.78,38,34,Wimbledon,2019,102
m_2019_L_97,3rd Round,5/7/2019,3.67,35.7,41.3,Wimbledon,2019,165
m_2019_L_98,3rd Round,5/7/2019,4.04,41.1,37.7,Wimbledon,2019,113
m_2019_L_99,3rd Round,5/7/2019,4.97,43,51.3,Wimbledon,2019,154
m_2019_L_100,3rd Round,5/7/2019,4.4,41,42.2,Wimbledon,2019,211
m_2019_L_101,3rd Round,5/7/2019,4.39,40.4,45,Wimbledon,2019,180
m_2019_L_102,3rd Round,5/7/2019,4.34,40.1,46.3,Wimbledon,2019,139
m_2019_L_103,3rd Round,5/7/2019,4.19,42.4,43.3,Wimbledon,2019,130
m_2019_L_104,3rd Round,6/7/2019,4.07,37.5,36.7,Wimbledon,2019,110
m_2019_L_105,3rd Round,6/7/2019,3.42,33.4,37.7,Wimbledon,2019,113
m_2019_L_106,3rd Round,6/7/2019,4.93,39.3,49.3,Wimbledon,2019,148
m_2019_L_107,3rd Round,6/7/2019,4.6,38.4,49.5,Wimbledon,2019,198
m_2019_L_108,3rd Round,6/7/2019,4.71,41.6,51.8,Wimbledon,2019,259
m_2019_L_109,3rd Round,6/7/2019,4.32,45,36,Wimbledon,2019,108
m_2019_L_110,3rd Round,6/7/2019,3.94,36.3,42,Wimbledon,2019,126
m_2019_L_111,3rd Round,6/7/2019,4.54,42.5,47.2,Wimbledon,2019,236
m_2019_L_112,4th Round,8/7/2019,4.59,42.1,44.8,Wimbledon,2019,179
m_2019_L_113,4th Round,8/7/2019,4.38,46,35,Wimbledon,2019,105
m_2019_L_114,4th Round,8/7/2019,3.86,35,37.3,Wimbledon,2019,112
m_2019_L_115,4th Round,8/7/2019,3.85,36,44.3,Wimbledon,2019,177
m_2019_L_116,4th Round,8/7/2019,3.92,40.5,34,Wimbledon,2019,102
m_2019_L_117,4th Round,8/7/2019,4.11,41.5,44.4,Wimbledon,2019,222
m_2019_L_118,4th Round,8/7/2019,4.41,40.4,40.8,Wimbledon,2019,163
m_2019_L_119,4th Round,8/7/2019,3.22,37.3,24.7,Wimbledon,2019,74
m_2019_L_120,Quarterfinals,10/7/2019,4.88,44.2,39,Wimbledon,2019,117
m_2019_L_121,Quarterfinals,10/7/2019,4.68,41.1,46.8,Wimbledon,2019,187
m_2019_L_122,Quarterfinals,10/7/2019,4.22,38.4,39,Wimbledon,2019,156
m_2019_L_123,Quarterfinals,10/7/2019,4.54,41.4,42.3,Wimbledon,2019,127
m_2019_L_124,Semifinals,12/7/2019,4.83,45.9,42.3,Wimbledon,2019,169
m_2019_L_125,Semifinals,12/7/2019,4.79,44.9,45.5,Wimbledon,2019,182
m_2019_L_126,The Final,7/14/2019,4.57,42.2,59.4,Wimbledon,2019,297
m_2018_L_0,1st Round,2/7/2018,4.02,39.3,41.8,Wimbledon,2018,209
m_2018_L_1,1st Round,2/7/2018,3.93,38.8,35.3,Wimbledon,2018,106
m_2018_L_2,1st Round,2/7/2018,3.85,36.7,38.5,Wimbledon,2018,154
m_2018_L_3,1st Round,2/7/2018,4,37.9,40,Wimbledon,2018,120
m_2018_L_4,1st Round,2/7/2018,3.63,32.4,31.8,Wimbledon,2018,127
m_2018_L_5,1st Round,2/7/2018,3.33,35.3,30,Wimbledon,2018,90
m_2018_L_6,1st Round,2/7/2018,4.1,40.9,41,Wimbledon,2018,205
m_2018_L_7,1st Round,2/7/2018,3.76,33.4,36.3,Wimbledon,2018,109
m_2018_L_8,1st Round,2/7/2018,4.47,38.9,42,Wimbledon,2018,210
m_2018_L_9,1st Round,2/7/2018,3.04,32.2,26.3,Wimbledon,2018,79
m_2018_L_10,1st Round,2/7/2018,4.27,39.4,47,Wimbledon,2018,188
m_2018_L_11,1st Round,2/7/2018,4,35.3,43,Wimbledon,2018,172
m_2018_L_12,1st Round,2/7/2018,3.72,36.4,40,Wimbledon,2018,160
m_2018_L_13,1st Round,2/7/2018,4.65,40.8,40.3,Wimbledon,2018,121
m_2018_L_14,1st Round,2/7/2018,4.25,41.8,39.7,Wimbledon,2018,119
m_2018_L_15,1st Round,2/7/2018,3.64,39,30.3,Wimbledon,2018,91
m_2018_L_16,1st Round,2/7/2018,3.91,37.3,41.7,Wimbledon,2018,125
m_2018_L_17,1st Round,2/7/2018,4.68,38.9,39.8,Wimbledon,2018,159
m_2018_L_18,1st Round,2/7/2018,3.32,34.1,27.7,Wimbledon,2018,83
m_2018_L_19,1st Round,2/7/2018,4.02,37.6,41.3,Wimbledon,2018,165
m_2018_L_20,1st Round,2/7/2018,4.15,38.8,42.5,Wimbledon,2018,170
m_2018_L_21,1st Round,2/7/2018,3.47,34.5,37.3,Wimbledon,2018,149
m_2018_L_22,1st Round,2/7/2018,4.15,37.4,47,Wimbledon,2018,141
m_2018_L_23,1st Round,2/7/2018,4,37.4,38.7,Wimbledon,2018,116
m_2018_L_24,1st Round,2/7/2018,4.14,38.2,38.7,Wimbledon,2018,116
m_2018_L_25,1st Round,2/7/2018,3.98,38.8,45.4,Wimbledon,2018,227
m_2018_L_26,1st Round,2/7/2018,4.29,38.8,45,Wimbledon,2018,180
m_2018_L_27,1st Round,2/7/2018,3.5,35.7,31.5,Wimbledon,2018,126
m_2018_L_28,1st Round,2/7/2018,3.88,37.1,32.3,Wimbledon,2018,97
m_2018_L_29,1st Round,2/7/2018,3.84,37.7,42.3,Wimbledon,2018,169
m_2018_L_30,1st Round,2/7/2018,3.49,35,35.8,Wimbledon,2018,143
m_2018_L_31,1st Round,3/7/2018,3.92,41.7,39.2,Wimbledon,2018,196
m_2018_L_32,1st Round,3/7/2018,3.63,31.6,36.3,Wimbledon,2018,109
m_2018_L_33,1st Round,3/7/2018,3.93,37.9,36.7,Wimbledon,2018,110
m_2018_L_34,1st Round,3/7/2018,,,,Wimbledon,2018,
m_2018_L_35,1st Round,3/7/2018,4.13,36.5,39.3,Wimbledon,2018,157
m_2018_L_36,1st Round,3/7/2018,3.3,38.7,29.7,Wimbledon,2018,89
m_2018_L_37,1st Round,3/7/2018,4.18,35.2,40.8,Wimbledon,2018,163
m_2018_L_38,1st Round,3/7/2018,4.31,37.3,36.2,Wimbledon,2018,181
m_2018_L_39,1st Round,3/7/2018,3.55,35.9,34.3,Wimbledon,2018,103
m_2018_L_40,1st Round,3/7/2018,3.42,34.2,38.5,Wimbledon,2018,154
m_2018_L_41,1st Round,3/7/2018,3.39,35.4,30.5,Wimbledon,2018,122
m_2018_L_42,1st Round,3/7/2018,3.75,36.2,30,Wimbledon,2018,90
m_2018_L_43,1st Round,3/7/2018,3.76,40,32,Wimbledon,2018,128
m_2018_L_44,1st Round,3/7/2018,3.89,35.3,44.8,Wimbledon,2018,179
m_2018_L_45,1st Round,3/7/2018,3.46,36,30,Wimbledon,2018,90
m_2018_L_46,1st Round,3/7/2018,3.83,34,40.3,Wimbledon,2018,161
m_2018_L_47,1st Round,3/7/2018,4.1,37,42.3,Wimbledon,2018,127
m_2018_L_48,1st Round,3/7/2018,4.11,37.6,37,Wimbledon,2018,111
m_2018_L_49,1st Round,3/7/2018,4.05,37.2,44.5,Wimbledon,2018,178
m_2018_L_50,1st Round,3/7/2018,4.23,41.3,36.7,Wimbledon,2018,110
m_2018_L_51,1st Round,3/7/2018,3.44,37.8,31,Wimbledon,2018,124
m_2018_L_52,1st Round,3/7/2018,3.68,36.4,36.8,Wimbledon,2018,147
m_2018_L_53,1st Round,3/7/2018,3.21,33.8,31,Wimbledon,2018,93
m_2018_L_54,1st Round,3/7/2018,3.58,36.9,32.3,Wimbledon,2018,129
m_2018_L_55,1st Round,3/7/2018,4.04,41.9,48.5,Wimbledon,2018,97
m_2018_L_56,1st Round,3/7/2018,4.17,40.4,45,Wimbledon,2018,225
m_2018_L_57,1st Round,3/7/2018,3.48,33.7,33.7,Wimbledon,2018,101
m_2018_L_58,1st Round,3/7/2018,4.64,42.4,48.8,Wimbledon,2018,195
m_2018_L_59,1st Round,3/7/2018,3.88,38.8,33.7,Wimbledon,2018,101
m_2018_L_60,1st Round,3/7/2018,4.42,38.1,48.7,Wimbledon,2018,146
m_2018_L_61,1st Round,3/7/2018,3.76,32.4,42.7,Wimbledon,2018,128
m_2018_L_62,1st Round,3/7/2018,3.88,37,31,Wimbledon,2018,93
m_2018_L_63,1st Round,3/7/2018,3.75,36.7,37.5,Wimbledon,2018,150
