match_id,player_id,pts,rank,winner,sets,1,2,3,4,5,B365W,B365L,total_pts,service_pts,return_pts,aces,bp_saved,bp_faced,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per
m_2014_F_21,atp_105373,795,59,TRUE,3,7,6,6,,,5.6,6.75,103,63,40,3,3,5,14,26,50,3,0.526315789
m_2014_F_22,atp_104932,704,72,TRUE,0,3,,,,,4.36,4.9,15,10,5,2,0,0,3,2,9,0,0.692307692
m_2014_F_23,atp_103990,1900,19,TRUE,3,4,6,6,6,,1.07,1.1,133,75,58,3,7,10,35,23,72,3,0.626086957
m_2014_F_24,atp_104925,11850,2,TRUE,3,6,6,6,,,1.01,1.01,99,52,47,9,7,10,20,27,58,3,0.698795181
m_2014_F_25,atp_104719,210,229,TRUE,0,2,,,,,1.39,1.54,15,10,5,1,0,0,1,4,10,0,0.909090909
m_2014_F_26,atp_103781,835,56,TRUE,3,6,5,7,6,,1.69,1.79,162,82,80,3,11,19,46,34,86,7,0.593103448
m_2014_F_27,atp_105292,675,77,TRUE,3,6,6,6,6,,1.22,1.26,130,79,51,10,1,3,29,22,78,2,0.666666667
m_2014_F_28,atp_104468,1225,30,TRUE,3,6,6,6,,,1.08,1.11,88,47,41,6,2,2,17,24,36,2,0.537313433
m_2014_F_29,atp_105487,398,143,TRUE,3,6,6,1,3,18,2.95,3.65,195,127,68,5,13,19,32,36,127,1,0.644670051
m_2014_F_30,atp_104559,798,58,TRUE,3,6,6,6,,,1.34,1.4,93,50,43,1,1,2,23,20,42,1,0.608695652
m_2014_F_31,atp_103852,1395,27,TRUE,3,6,7,6,,,1.43,1.52,113,78,35,8,6,7,20,15,71,1,0.617391304
m_2014_F_32,atp_105138,1330,29,TRUE,3,6,7,6,,,1.33,1.4,108,68,40,1,6,7,17,23,72,0,0.727272727
m_2014_F_33,atp_105064,540,108,TRUE,3,6,6,3,4,6,1.14,1.17,141,80,61,15,3,7,21,40,65,3,0.537190083
m_2014_F_34,atp_104745,12500,1,TRUE,3,6,6,6,,,1.01,1.01,91,41,50,1,1,1,34,16,30,0,0.576923077
m_2014_F_35,atp_105208,2050,17,TRUE,3,4,6,7,6,,1.06,1.11,123,82,41,11,5,8,15,26,63,6,0.538461538
m_2014_F_36,atp_104926,2155,15,TRUE,3,6,6,6,,,1.13,1.15,95,52,43,7,0,2,27,16,46,4,0.567901235
m_2014_F_37,atp_104919,733,65,TRUE,3,5,6,6,7,,1.33,1.42,127,83,44,14,1,3,26,18,67,7,0.626168224
m_2014_F_38,atp_105173,612,89,TRUE,3,6,6,6,,,2.2,2.37,80,47,33,6,0,0,14,19,38,1,0.612903226
m_2014_F_39,atp_106233,812,57,TRUE,3,6,7,6,,,1.77,1.87,96,61,35,4,3,5,22,13,42,5,0.466666667
m_2014_F_40,atp_105385,647,79,TRUE,3,6,2,6,6,,1.24,1.36,121,65,56,3,4,6,35,21,69,4,0.669902913
m_2014_F_41,atp_104198,1063,41,TRUE,3,6,5,6,6,,6.51,8.04,116,71,45,2,4,7,26,19,56,5,0.495575221
m_2014_F_42,atp_103333,1097,37,TRUE,3,6,7,7,,,7.81,10.5,107,76,31,22,1,1,14,17,60,2,0.631578947
m_2014_F_43,atp_104122,975,47,TRUE,3,3,6,6,6,,1.26,1.3,129,80,49,1,11,13,20,29,104,1,0.79389313
m_2014_F_44,atp_105678,238,206,TRUE,3,6,6,5,6,6,1.24,1.3,179,77,102,3,11,20,56,46,105,1,0.744680851
m_2014_F_45,atp_104312,1150,33,TRUE,3,6,7,6,,,2.54,2.78,105,59,46,8,1,3,28,18,46,1,0.541176471
m_2014_F_46,atp_103970,5030,5,TRUE,3,6,6,6,,,1.02,1.03,96,55,41,1,1,2,24,17,48,1,0.623376623
m_2014_F_47,atp_104259,1485,24,TRUE,3,7,6,6,,,1.09,1.12,101,59,42,5,1,2,16,26,61,1,0.717647059
m_2014_F_48,atp_104797,915,49,TRUE,3,6,6,2,6,,1.38,1.43,119,74,45,9,3,5,24,21,71,2,0.676190476
m_2014_F_49,atp_104338,675,76,TRUE,3,6,6,6,,,1.13,1.15,91,48,43,0,8,12,27,16,60,3,0.759493671
m_2014_F_50,atp_104731,1710,20,TRUE,3,7,6,6,,,1.34,1.4,105,64,41,11,1,2,17,24,51,5,0.614457831
m_2014_F_51,atp_104890,553,104,TRUE,3,4,4,6,6,6,1.13,1.17,147,91,56,14,2,6,33,23,77,9,0.562043796
m_2014_F_52,atp_104755,2445,13,TRUE,3,6,6,7,,,1.23,1.3,95,56,39,6,0,1,24,15,45,0,0.576923077
m_2014_F_53,atp_104620,385,150,TRUE,3,6,6,6,,,1.23,1.28,100,65,35,3,5,6,22,13,68,2,0.686868687
m_2014_F_54,atp_105583,632,83,TRUE,3,6,6,6,,,4.39,5,96,58,38,2,2,2,18,20,45,1,0.584415584
m_2014_F_55,atp_104655,416,136,TRUE,3,6,6,6,,,1.07,1.1,85,46,39,5,0,1,14,25,44,1,0.698412698
m_2014_F_56,atp_105132,133,335,TRUE,0,2,,,,,9.3,11,15,13,2,2,0,1,1,1,11,0,0.523809524
m_2014_F_57,atp_106058,678,75,TRUE,0,5,,,,,6.5,7.55,20,8,12,1,0,0,6,6,4,0,0.4
m_2014_F_58,atp_104918,4120,8,TRUE,3,6,6,3,6,,1.08,1.1,121,73,48,5,5,10,25,23,65,3,0.511811024
m_2014_F_59,atp_104269,1420,25,TRUE,3,6,7,7,,,1.27,1.33,127,80,47,3,5,6,28,19,83,3,0.76146789
m_2014_F_60,atp_104792,1390,28,TRUE,3,6,4,6,6,,1.22,1.3,125,71,54,10,8,12,35,19,69,4,0.605263158
m_2014_F_61,atp_104594,732,66,TRUE,3,7,6,6,7,,1.52,1.59,157,95,62,5,6,10,33,29,87,0,0.568627451
m_2014_F_62,atp_105526,753,62,TRUE,3,6,6,6,,,1.12,1.15,93,60,33,8,4,4,9,24,47,1,0.580246914
m_2014_F_63,atp_105449,748,64,TRUE,3,4,6,7,6,6,1.27,1.3,177,114,63,5,11,16,22,41,88,3,0.488888889
m_2014_F_64,atp_105208,2050,17,TRUE,3,6,7,6,,,1.07,1.1,106,53,53,9,1,1,23,30,33,3,0.507692308
m_2014_F_65,atp_104719,210,229,TRUE,3,1,3,6,6,6,3.71,4.3,143,81,62,5,4,9,27,35,88,1,0.642335766
m_2014_F_66,atp_105138,1330,29,TRUE,3,6,7,6,,,1.17,1.23,123,59,64,3,1,4,24,40,73,1,0.793478261
m_2014_F_67,atp_103285,1040,43,TRUE,3,6,6,3,6,,2.2,2.5,108,67,41,7,5,9,22,19,58,1,0.537037037
m_2014_F_68,atp_104468,1225,30,TRUE,3,6,6,6,,,1.14,1.17,89,49,40,1,2,3,24,16,41,2,0.569444444
m_2014_F_69,atp_104098,1155,32,TRUE,3,6,7,6,,,1.53,1.58,103,61,42,11,5,6,21,21,57,2,0.686746988
m_2014_F_70,atp_104607,4330,6,TRUE,3,6,6,7,6,,1.02,1.04,146,91,55,5,2,3,35,20,72,3,0.590163934
m_2014_F_71,atp_105373,795,59,TRUE,3,6,3,6,1,7,1.38,1.45,145,84,61,5,9,14,23,38,86,3,0.601398601
m_2014_F_72,atp_104925,11850,2,TRUE,3,6,6,6,,,1.01,1.01,89,49,40,2,2,4,19,21,42,1,0.608695652
m_2014_F_73,atp_105227,1410,26,TRUE,3,6,3,6,6,,1.09,1.1,109,70,39,19,3,4,21,18,59,3,0.584158416
m_2014_F_74,atp_105683,2975,9,TRUE,3,7,6,6,,,1.25,1.31,105,62,43,20,5,7,27,16,49,2,0.569767442
m_2014_F_75,atp_103819,5125,4,TRUE,3,6,6,6,,,1.01,1.02,100,59,41,9,1,2,21,20,51,2,0.62962963
m_2014_F_76,atp_103990,1900,19,TRUE,3,6,6,6,,,1.08,1.1,96,55,41,2,1,1,22,19,49,0,0.7
m_2014_F_77,atp_104542,2315,14,TRUE,3,6,6,6,,,1.15,1.2,95,56,39,13,3,4,18,21,58,2,0.716049383
m_2014_F_78,atp_105668,1510,23,TRUE,3,7,7,6,,,1.71,1.81,125,66,59,6,8,13,29,30,62,9,0.626262626
m_2014_F_79,atp_104545,2600,11,TRUE,3,6,7,6,7,,1.24,1.27,162,117,45,35,10,11,33,12,118,2,0.715151515
m_2014_F_80,atp_103970,5030,5,TRUE,3,6,6,6,,,1.02,1.04,96,61,35,2,4,4,19,16,57,3,0.655172414
m_2014_F_81,atp_103333,1097,37,TRUE,3,7,6,6,,,1.41,1.47,98,65,33,24,0,0,15,18,62,1,0.765432099
m_2014_F_82,atp_104731,1710,20,TRUE,3,6,6,6,,,1.09,1.12,96,49,47,7,2,4,22,25,54,1,0.72972973
m_2014_F_83,atp_105385,647,79,TRUE,3,6,7,6,,,3.05,3.25,100,67,33,3,4,6,16,17,60,4,0.618556701
m_2014_F_84,atp_104198,1063,41,TRUE,3,6,6,4,6,,1.14,1.17,125,76,49,6,11,15,28,21,78,2,0.619047619
m_2014_F_85,atp_104919,733,65,TRUE,3,6,4,6,6,,1.66,1.75,123,77,46,7,9,12,25,21,71,9,0.591666667
m_2014_F_86,atp_104745,12500,1,TRUE,3,6,6,6,,,1.03,1.05,91,53,38,0,2,4,27,11,54,0,0.683544304
m_2014_F_87,atp_104312,1150,33,TRUE,3,6,6,6,,,2.08,2.15,120,57,63,5,4,6,46,17,44,4,0.511627907
m_2014_F_88,atp_105583,632,83,TRUE,3,6,6,6,,,1.15,1.17,92,54,38,8,6,8,21,17,40,1,0.540540541
m_2014_F_89,atp_104755,2445,13,TRUE,3,7,6,6,,,1.63,1.71,113,77,36,2,9,11,27,9,78,6,0.634146341
m_2014_F_90,atp_104259,1485,24,TRUE,3,6,7,6,,,1.32,1.36,101,56,45,4,3,5,23,22,45,2,0.576923077
m_2014_F_91,atp_104918,4120,8,TRUE,3,6,6,6,,,1.05,1.07,104,52,52,9,5,6,25,27,43,1,0.573333333
m_2014_F_92,atp_106058,678,75,TRUE,3,7,6,6,,,1.75,1.81,101,59,42,8,3,4,20,22,46,0,0.58974359
m_2014_F_93,atp_104269,1420,25,TRUE,3,4,6,7,6,6,1.35,1.42,182,98,84,15,5,10,39,45,92,4,0.647887324
m_2014_F_94,atp_104926,2155,15,TRUE,3,6,6,7,,,1.19,1.24,104,69,35,4,4,5,17,18,66,2,0.653465347
m_2014_F_95,atp_104792,1390,28,TRUE,3,7,6,6,,,1.2,1.24,110,66,44,8,12,16,25,19,65,10,0.590909091
m_2014_F_96,atp_105208,2050,17,TRUE,3,6,6,7,,,1.16,1.18,100,61,39,19,1,1,22,17,47,5,0.626666667
m_2014_F_97,atp_103819,5125,4,TRUE,3,7,6,6,6,,1.05,1.07,153,92,61,15,2,2,31,30,81,1,0.675
m_2014_F_98,atp_104925,11850,2,TRUE,3,6,6,6,6,,1.03,1.04,147,88,59,5,8,11,20,39,90,3,0.652173913
m_2014_F_99,atp_104545,2600,11,TRUE,3,7,7,6,7,,2.52,2.75,160,130,30,17,13,13,23,7,124,4,0.69273743
m_2014_F_100,atp_104607,4330,6,TRUE,3,6,6,6,6,,1.41,1.45,130,74,56,12,2,6,33,23,60,2,0.535714286
m_2014_F_101,atp_104542,2315,14,TRUE,3,6,6,6,,,1.19,1.22,94,57,37,4,1,3,15,22,45,0,0.542168675
m_2014_F_102,atp_105683,2975,9,TRUE,3,4,6,2,6,7,1.43,1.46,144,94,50,19,10,15,26,24,94,7,0.618421053
m_2014_F_103,atp_105583,632,83,TRUE,3,6,7,6,,,2.41,2.56,104,67,37,3,8,9,13,24,50,1,0.510204082
m_2014_F_104,atp_103970,5030,5,TRUE,3,6,7,6,,,1.05,1.07,113,69,44,4,4,6,25,19,66,5,0.622641509
m_2014_F_105,atp_104731,1710,20,TRUE,1,6,,,,,1.46,1.62,34,21,13,7,0,0,4,9,19,0,0.730769231
m_2014_F_106,atp_104719,210,229,TRUE,3,6,6,7,7,,2.94,3.28,187,95,92,6,16,22,36,56,93,5,0.58125
m_2014_F_107,atp_104792,1390,28,TRUE,3,5,6,6,0,6,1.95,2.1,145,80,65,5,15,24,38,27,116,5,0.77852349
m_2014_F_108,atp_104745,12500,1,TRUE,3,6,7,6,,,1.01,1.02,104,57,47,0,6,8,24,23,60,1,0.722891566
m_2014_F_109,atp_104198,1063,41,TRUE,3,6,6,2,6,6,1.18,1.22,165,94,71,10,7,11,35,36,85,9,0.582191781
m_2014_F_110,atp_104269,1420,25,TRUE,3,6,6,6,,,2.07,2.2,93,53,40,2,7,9,23,17,65,0,0.82278481
m_2014_F_111,atp_104918,4120,8,TRUE,3,3,6,6,4,12,1.43,1.49,189,104,85,10,4,12,48,37,84,8,0.482758621
m_2014_F_112,atp_104607,4330,6,TRUE,3,6,6,6,,,1.23,1.26,95,63,32,11,2,2,16,16,53,1,0.638554217
m_2014_F_113,atp_105208,2050,17,TRUE,3,6,7,6,4,6,2.68,2.88,163,102,61,13,2,7,32,29,93,4,0.603896104
m_2014_F_114,atp_105683,2975,9,TRUE,3,6,6,6,,,1.18,1.21,96,66,30,6,2,2,17,13,62,2,0.632653061
m_2014_F_115,atp_104925,11850,2,TRUE,3,6,6,6,,,1.11,1.15,86,48,38,1,1,2,18,20,44,1,0.666666667
m_2014_F_116,atp_103970,5030,5,TRUE,3,6,6,6,6,,1.07,1.1,138,82,56,2,5,7,29,27,89,4,0.723577236
m_2014_F_117,atp_104745,12500,1,TRUE,3,6,6,6,,,1.01,1.02,83,44,39,0,3,4,14,25,37,1,0.627118644
m_2014_F_118,atp_104918,4120,8,TRUE,3,6,7,7,,,1.63,1.73,135,76,59,4,4,6,43,16,69,3,0.616071429
m_2014_F_119,atp_104792,1390,28,TRUE,3,6,6,7,,,1.58,1.63,97,52,45,4,2,4,21,24,45,6,0.584415584
m_2014_F_120,atp_104925,11850,2,TRUE,3,7,7,6,,,1.08,1.12,114,73,41,4,1,2,17,24,67,1,0.683673469
m_2014_F_121,atp_105208,2050,17,TRUE,3,6,6,6,,,2.27,2.44,91,57,34,10,2,3,12,22,47,1,0.594936709
m_2014_F_122,atp_104918,4120,8,TRUE,3,6,6,4,1,6,1.51,1.58,148,86,62,1,9,13,42,20,84,2,0.622222222
m_2014_F_123,atp_104745,12500,1,TRUE,3,4,6,6,6,,1.17,1.2,113,65,48,1,11,14,28,20,63,1,0.617647059
m_2014_F_124,atp_104925,11850,2,TRUE,3,6,6,3,6,,1.12,1.15,114,75,39,9,5,7,18,21,74,1,0.666666667
m_2014_F_125,atp_104745,12500,1,TRUE,3,6,6,6,,,1.13,1.2,83,49,34,2,0,0,13,21,45,2,0.762711864
m_2014_F_126,atp_104745,12500,1,TRUE,3,3,7,6,6,,1.68,1.75,130,79,51,3,6,9,23,28,84,4,0.7
m_2013_F_0,atp_104882,529,104,TRUE,3,6,6,6,,,1.62,1.7,89,50,39,1,4,5,13,26,44,0,0.628571429
m_2013_F_1,atp_104731,1420,25,TRUE,3,6,7,6,,,1.05,1.08,115,65,50,13,1,2,29,21,58,4,0.644444444
m_2013_F_2,atp_105311,447,119,TRUE,3,6,6,6,,,1.23,1.27,87,54,33,7,3,4,15,18,54,2,0.701298701
m_2013_F_3,atp_105683,2225,16,TRUE,3,6,6,4,6,,1.08,1.1,116,69,47,16,3,5,26,21,70,2,0.729166667
m_2013_F_4,atp_104468,1895,18,TRUE,3,3,1,6,6,7,1.14,1.18,136,67,69,7,1,10,27,42,70,2,0.593220339
m_2013_F_5,atp_105138,714,68,TRUE,3,6,6,6,,,1.23,1.27,100,57,43,6,2,3,17,26,65,0,0.833333333
m_2013_F_6,atp_104312,1530,22,TRUE,3,6,6,6,6,6,1.21,1.26,171,105,66,8,4,10,36,30,110,3,0.674846626
m_2013_F_7,atp_103819,8000,3,TRUE,3,6,6,6,,,1.03,1.05,88,47,41,10,2,3,22,19,40,0,0.677966102
m_2013_F_8,atp_105023,1730,20,TRUE,3,6,6,6,,,1.22,1.25,93,58,35,10,0,1,15,20,45,1,0.584415584
m_2013_F_9,atp_104225,605,87,TRUE,3,6,5,6,6,,1.45,1.53,130,76,54,4,6,7,33,21,73,4,0.701923077
m_2013_F_10,atp_104500,269,188,TRUE,3,6,6,7,,,2.13,2.26,120,76,44,7,15,16,19,25,76,3,0.617886179
m_2013_F_11,atp_104871,1371,27,TRUE,3,6,6,7,,,1.05,1.09,108,61,47,10,4,5,23,24,56,6,0.658823529
m_2013_F_12,atp_103970,6740,5,TRUE,3,6,6,6,,,1.02,1.03,98,51,47,3,3,8,22,25,48,4,0.545454545
m_2013_F_13,atp_103566,814,55,TRUE,3,6,4,6,6,,1.76,1.91,131,72,59,17,2,6,44,15,65,6,0.580357143
m_2013_F_14,atp_104678,800,57,TRUE,3,6,6,6,,,1.23,1.35,91,49,42,12,0,2,15,27,34,4,0.478873239
m_2013_F_15,atp_104735,686,72,TRUE,3,6,6,3,0,6,1.51,1.67,140,68,72,4,8,18,25,47,83,6,0.619402985
m_2013_F_16,atp_105453,2315,15,TRUE,3,6,6,6,,,1.07,1.1,86,46,40,2,2,3,18,22,36,4,0.514285714
m_2013_F_17,atp_104655,21,762,TRUE,3,6,2,6,5,7,2.05,2.2,175,94,81,5,7,12,49,32,85,6,0.586206897
m_2013_F_18,atp_106401,175,262,TRUE,3,7,7,7,,,5.91,7.1,130,99,31,10,5,6,15,16,78,7,0.557142857
m_2013_F_19,atp_105539,639,82,TRUE,3,7,2,7,6,,2.54,2.9,132,84,48,14,5,11,14,34,81,5,0.591240876
m_2013_F_20,atp_104273,736,65,TRUE,3,6,4,6,6,,1.29,1.37,111,67,44,6,5,7,21,23,64,1,0.62745098
m_2013_F_21,atp_104997,762,62,TRUE,3,6,6,6,,,1.72,1.8,94,59,35,16,3,5,19,16,56,3,0.643678161
m_2013_F_22,atp_103990,1095,34,TRUE,3,6,6,6,,,1.04,1.06,95,49,46,6,0,0,26,20,41,3,0.650793651
m_2013_F_23,atp_104542,3795,8,TRUE,3,6,6,6,,,1.06,1.08,93,55,38,5,3,4,21,17,40,0,0.5
m_2013_F_24,atp_103898,1200,32,TRUE,3,7,6,5,7,,1.29,1.36,163,106,57,14,9,13,23,34,114,2,0.716981132
m_2013_F_25,atp_104813,857,50,TRUE,3,6,6,6,,,2.8,3.1,92,53,39,12,3,3,22,17,38,2,0.520547945
m_2013_F_26,atp_103852,930,43,TRUE,3,7,2,6,4,6,2.94,3.25,154,102,52,12,9,15,31,21,97,3,0.584337349
m_2013_F_27,atp_104745,6895,4,TRUE,3,4,7,6,6,,1.01,1.01,140,86,54,2,3,4,39,15,95,4,0.840707965
m_2013_F_28,atp_104597,2375,13,TRUE,3,4,6,6,6,,1.04,1.08,113,78,35,13,3,4,18,17,57,6,0.53271028
m_2013_F_29,atp_105227,2570,11,TRUE,3,6,6,6,,,1.06,1.1,92,46,46,5,1,2,21,25,30,1,0.5
m_2013_F_30,atp_105992,579,92,TRUE,3,6,6,7,,,2.75,2.95,111,72,39,6,8,10,22,17,60,2,0.560747664
m_2013_F_31,atp_105373,1090,35,TRUE,2,3,6,6,,,1.17,1.22,95,54,41,8,9,12,24,17,45,4,0.489130435
m_2013_F_32,atp_104586,1086,36,TRUE,3,6,6,6,,,1.36,1.4,97,64,33,7,4,5,13,20,58,4,0.617021277
m_2013_F_33,atp_104926,1345,29,TRUE,3,6,7,6,,,1.15,1.19,125,77,48,10,12,13,23,25,78,5,0.644628099
m_2013_F_34,atp_104593,857,49,TRUE,3,4,4,7,6,6,5.72,7.3,177,114,63,12,12,17,47,16,95,5,0.524861878
m_2013_F_35,atp_103813,1075,38,TRUE,3,6,4,7,4,6,1.5,1.6,172,113,59,11,10,15,25,34,126,4,0.692307692
m_2013_F_36,atp_105208,991,40,TRUE,3,6,7,6,,,1.07,1.09,97,59,38,7,3,6,22,16,47,2,0.528089888
m_2013_F_37,atp_104755,3090,9,TRUE,3,6,6,6,,,1.05,1.11,88,52,36,3,3,4,19,17,47,1,0.671428571
m_2013_F_38,atp_104898,727,66,TRUE,3,6,7,2,6,,1.31,1.35,131,84,47,8,3,6,21,26,82,6,0.645669291
m_2013_F_39,atp_104792,640,81,TRUE,3,7,6,6,6,7,4.18,5.5,189,131,58,26,4,5,29,29,131,3,0.723756906
m_2013_F_40,atp_104545,1690,21,TRUE,3,6,6,6,,,2.1,2.4,97,61,36,14,4,5,21,15,56,1,0.629213483
m_2013_F_41,atp_103656,880,47,TRUE,3,6,3,6,3,6,1.18,1.25,142,80,62,5,1,5,28,34,74,4,0.654867257
m_2013_F_42,atp_104308,410,133,TRUE,3,6,6,7,7,,1.79,1.95,151,102,49,13,9,10,25,24,100,4,0.67114094
m_2013_F_43,atp_105668,1524,23,TRUE,3,7,7,6,,,1.7,1.8,113,75,38,17,5,6,22,16,65,3,0.631067961
m_2013_F_44,atp_105777,1355,28,TRUE,1,6,1,,,,1.09,1.13,48,30,18,2,4,5,9,9,30,1,0.588235294
m_2013_F_45,atp_103812,815,54,TRUE,2,7,7,2,,,1.42,1.51,103,70,33,5,10,11,17,16,75,3,0.70754717
m_2013_F_46,atp_104022,1265,31,TRUE,3,4,6,6,6,,1.86,2,153,90,63,11,9,12,29,34,92,5,0.65248227
m_2013_F_47,atp_105643,435,125,TRUE,3,6,6,6,6,,2.44,2.6,122,79,43,8,7,8,29,14,63,8,0.552631579
m_2013_F_48,atp_104098,794,60,TRUE,3,7,6,7,,,4.36,4.99,119,75,44,8,4,7,13,31,60,6,0.508474576
m_2013_F_49,atp_106298,131,324,TRUE,3,6,7,6,,,2.44,2.62,109,69,40,8,5,6,21,19,51,3,0.476635514
m_2013_F_50,atp_106058,460,118,TRUE,3,6,6,7,,,3.43,3.95,97,55,42,4,5,7,22,20,45,2,0.5625
m_2013_F_51,atp_103163,2340,14,TRUE,3,7,6,6,,,1.2,1.26,101,61,40,6,3,4,25,15,56,4,0.651162791
m_2013_F_52,atp_103786,870,48,TRUE,3,6,6,7,,,1.22,1.25,96,66,30,3,1,3,15,15,62,3,0.666666667
m_2013_F_53,atp_104229,675,76,TRUE,2,6,6,2,,,1.38,1.5,78,41,37,4,0,1,19,18,41,0,0.773584906
m_2013_F_54,atp_104797,935,42,TRUE,2,4,6,7,,,2.38,2.75,101,57,44,7,3,7,18,26,61,3,0.685393258
m_2013_F_55,atp_105550,635,83,TRUE,3,4,6,6,2,12,2.71,3.05,179,106,73,4,8,14,27,46,99,7,0.614906832
m_2013_F_56,atp_104259,1750,19,TRUE,3,7,1,7,6,,1.23,1.3,132,82,50,7,2,5,23,27,73,2,0.618644068
m_2013_F_57,atp_104527,2630,10,TRUE,3,7,6,6,7,,1.07,1.1,146,98,48,9,3,4,28,20,95,3,0.688405797
m_2013_F_58,atp_104925,12310,1,TRUE,3,7,6,7,,,1.01,1.02,114,73,41,5,1,2,22,19,70,0,0.693069307
m_2013_F_59,atp_104269,830,53,TRUE,3,6,6,6,,,1.15,1.22,89,48,41,4,2,3,18,23,45,5,0.642857143
m_2013_F_60,atp_104386,2480,12,TRUE,3,6,7,6,,,1.18,1.22,98,63,35,8,5,6,14,21,56,0,0.608695652
m_2013_F_61,atp_103997,514,107,TRUE,3,6,5,7,6,,1.36,1.43,154,82,72,4,5,11,35,37,94,8,0.661971831
m_2013_F_62,atp_105332,1405,26,TRUE,3,3,7,6,6,,1.19,1.22,149,100,49,8,14,16,20,29,74,2,0.46835443
m_2013_F_63,atp_104547,884,46,TRUE,3,7,6,6,2,8,1.53,1.6,195,124,71,14,5,8,25,46,115,6,0.628415301
m_2013_F_64,atp_105227,2570,11,TRUE,3,6,6,6,,,1.07,1.1,92,55,37,8,3,3,18,19,35,3,0.507246377
m_2013_F_65,atp_103970,6740,5,TRUE,3,6,6,6,,,1.04,1.05,96,46,50,3,1,3,30,20,43,2,0.597222222
m_2013_F_66,atp_104678,800,57,TRUE,3,4,7,6,6,6,1.67,1.8,180,96,84,14,3,10,58,26,89,2,0.559748428
m_2013_F_67,atp_103852,930,43,TRUE,3,3,6,6,6,,1.35,1.43,126,79,47,17,2,3,27,20,70,0,0.642201835
m_2013_F_68,atp_104731,1420,25,TRUE,3,6,6,7,6,,1.09,1.11,148,95,53,14,5,5,29,24,90,3,0.681818182
m_2013_F_69,atp_104542,3795,8,TRUE,3,7,6,6,,,1.13,1.15,106,63,43,8,0,1,26,17,52,1,0.65
m_2013_F_70,atp_104312,1530,22,TRUE,3,6,7,6,4,6,1.4,1.45,176,108,68,14,6,9,42,26,93,2,0.567073171
m_2013_F_71,atp_103990,1095,34,TRUE,3,6,4,6,6,6,1.27,1.32,157,95,62,12,3,6,24,38,91,4,0.623287671
m_2013_F_72,atp_104468,1895,18,TRUE,3,6,6,6,6,,1.09,1.15,126,67,59,4,3,5,27,32,57,1,0.57
m_2013_F_73,atp_105683,2225,16,TRUE,3,7,3,7,6,,1.29,1.36,144,87,57,24,5,7,32,25,78,5,0.634146341
m_2013_F_74,atp_104871,1371,27,TRUE,3,6,7,6,,,1.36,1.4,101,67,34,11,0,0,24,10,62,4,0.639175258
m_2013_F_75,atp_103898,1200,32,TRUE,3,7,7,5,0,6,1.3,1.4,174,106,68,5,9,16,42,26,127,8,0.717514124
m_2013_F_76,atp_104792,640,81,TRUE,3,6,6,7,6,,2.13,2.34,139,97,42,8,8,12,16,26,98,4,0.644736842
m_2013_F_77,atp_104597,2375,13,TRUE,3,6,6,6,,,1.17,1.2,95,66,29,9,10,11,13,16,46,6,0.455445545
m_2013_F_78,atp_105023,1730,20,TRUE,3,6,7,6,,,1.52,1.6,107,59,48,8,4,8,30,18,59,6,0.621052632
m_2013_F_79,atp_103819,8000,3,TRUE,3,6,6,6,,,1.01,1.02,88,48,40,3,3,3,27,13,40,0,0.615384615
m_2013_F_81,atp_105777,1355,28,TRUE,3,6,7,6,,,1.04,1.06,103,66,37,5,5,6,18,19,45,3,0.489130435
m_2013_F_82,atp_105453,2315,15,TRUE,3,6,5,6,6,,1.14,1.17,135,64,71,4,4,10,25,46,70,5,0.630630631
m_2013_F_83,atp_103812,815,54,TRUE,1,6,6,,,,1.62,1.71,66,42,24,6,0,2,7,17,43,0,0.671875
m_2013_F_84,atp_104926,1345,29,TRUE,3,6,7,2,6,,1.5,1.55,131,77,54,7,4,6,21,33,81,4,0.736363636
m_2013_F_85,atp_104925,12310,1,TRUE,3,6,6,6,,,1.01,1.02,93,48,45,1,1,1,21,24,49,2,0.720588235
m_2013_F_86,atp_105332,1405,26,TRUE,3,7,6,6,,,1.17,1.2,102,54,48,9,2,6,31,17,47,3,0.573170732
m_2013_F_87,atp_104022,1265,31,TRUE,3,6,6,7,6,,1.32,1.41,152,94,58,5,8,11,27,31,100,4,0.689655172
m_2013_F_88,atp_103163,2340,14,TRUE,3,7,6,7,,,1.14,1.17,116,77,39,11,6,7,15,24,83,3,0.741071429
m_2013_F_89,atp_105668,1524,23,TRUE,3,6,4,6,6,,1.29,1.35,124,76,48,5,7,10,31,17,71,7,0.596638655
m_2013_F_90,atp_104545,1690,21,TRUE,3,5,6,6,6,8,1.3,1.35,183,118,65,15,6,7,31,34,102,2,0.64556962
m_2013_F_91,atp_103786,870,48,TRUE,3,6,7,6,,,1.38,1.44,102,59,43,2,0,1,29,14,51,1,0.64556962
m_2013_F_92,atp_104755,3090,9,TRUE,3,6,6,6,,,1.02,1.04,92,46,46,9,1,3,25,21,38,3,0.59375
m_2013_F_93,atp_104386,2480,12,TRUE,3,7,6,3,5,8,2.12,2.33,194,120,74,9,10,14,33,41,121,1,0.636842105
m_2013_F_94,atp_104745,6895,4,TRUE,3,4,6,6,6,,1.01,1.01,113,65,48,5,3,7,28,20,74,2,0.74
m_2013_F_95,atp_104527,2630,10,TRUE,3,6,7,6,,,1.07,1.1,111,70,41,19,8,8,18,23,65,6,0.663265306
